,valores em euros,valores preditos
14226,0.03,0.24666831
6757,0.25,0.294094
956,1.83,1.125257
14754,0.03,0.24543369
16335,0.01,0.24543369
6898,0.24,0.2588238
4890,0.39,0.3568074
2230,0.93,0.7638829
6546,0.26,0.24862778
5116,0.37,0.33619034
14830,0.03,0.24543369
3190,0.63,0.5184179
4271,0.46,0.3486704
7932,0.19,0.24543369
11452,0.08,0.2614415
7369,0.21,0.24763715
2901,0.7,0.74479866
14299,0.03,0.24666831
7140,0.22,0.25532973
5339,0.34,0.28117514
8339,0.17,0.25824806
8545,0.16,0.24543369
4232,0.46,0.3919685
14021,0.04,0.24543369
6594,0.25,0.3831589
10320,0.11,0.24543369
5818,0.31,0.28117514
16685,0.01,0.24763715
9397,0.13,0.24696094
319,3.85,2.7952034
4926,0.39,0.32931054
7667,0.2,0.26310283
11830,0.07,0.24543369
7814,0.19,0.24543369
13674,0.04,0.2470156
2809,0.73,0.4162765
5687,0.32,0.28011817
663,2.38,2.010481
10510,0.1,0.24543369
12066,0.07,0.24543369
10204,0.11,0.24763715
12263,0.07,0.24543369
6648,0.25,0.251374
3985,0.5,0.40066734
14681,0.03,0.24543369
9166,0.14,0.24696094
557,2.7,2.1354241
13474,0.05,0.2470156
16191,0.01,0.24543369
6390,0.27,0.24763715
4073,0.48,0.49975502
12643,0.06,0.24543369
4924,0.39,0.34346515
4919,0.39,0.32931054
14666,0.03,0.24763715
14549,0.03,0.24763715
2771,0.74,0.6264608
4618,0.42,0.2902596
2739,0.75,0.41165107
3555,0.56,0.41330934
8275,0.17,0.26694238
12897,0.05,0.24543369
2364,0.88,1.056664
11423,0.08,0.2470156
15171,0.02,0.24543369
7214,0.22,0.24543369
13568,0.04,0.24543369
4120,0.48,0.3090565
7785,0.19,0.24665582
15071,0.02,0.24600944
12555,0.06,0.24763715
10100,0.11,0.25096294
10884,0.09,0.24543369
3470,0.58,0.43834192
5879,0.3,0.31255093
15980,0.02,0.24665582
15765,0.02,0.24543369
5384,0.34,0.2827746
14431,0.03,0.24543369
4074,0.48,0.36492532
9519,0.13,0.24543369
13114,0.05,0.24543369
14422,0.03,0.24543369
14757,0.03,0.24543369
15279,0.02,0.24543369
4421,0.44,0.39180076
12768,0.06,0.2515387
12755,0.06,0.24543369
2119,0.97,0.8091943
15134,0.02,0.24666831
7712,0.2,0.24543369
16321,0.01,0.24543369
15739,0.02,0.24543369
5222,0.36,0.289513
5075,0.37,0.3798943
12461,0.06,0.24543369
13659,0.04,0.24760726
8311,0.17,0.27975667
1209,1.55,1.4155962
7508,0.2,0.30084187
8662,0.16,0.24543369
2528,0.81,0.44357863
13928,0.04,0.24543369
6897,0.24,0.27957103
12166,0.07,0.24600944
1005,1.75,1.5063655
14500,0.03,0.24543369
6100,0.28,0.24699157
3940,0.5,0.41288504
6280,0.27,0.3045373
6506,0.26,0.24575695
10048,0.11,0.24543369
3062,0.66,0.776582
2170,0.95,0.5039225
11989,0.07,0.24543369
7972,0.19,0.25904417
14833,0.03,0.24543369
13368,0.05,0.24543369
227,4.68,4.020711
11829,0.07,0.24543369
3414,0.59,0.46579868
15659,0.02,0.24543369
3784,0.53,0.41702121
1067,1.69,1.4590559
10129,0.11,0.24543369
11740,0.08,0.24608004
16364,0.01,0.24543369
6411,0.27,0.29444396
10521,0.1,0.24543369
16477,0.01,0.24543369
3994,0.5,0.38970506
1852,1.1,0.8905681
12083,0.07,0.24633268
3480,0.58,0.6399598
1347,1.42,1.3064463
15746,0.02,0.24543369
5004,0.38,0.32931054
5981,0.29,0.28074974
534,2.78,2.2732534
14964,0.03,0.24543369
15654,0.02,0.24543369
11828,0.07,0.24543369
13606,0.04,0.24543369
12551,0.06,0.24543369
15122,0.02,0.24763715
10003,0.11,0.2470156
12151,0.07,0.24763715
1864,1.1,1.0358174
9669,0.12,0.2614415
6628,0.25,0.2838484
14322,0.03,0.24543369
6330,0.27,0.30674073
13831,0.04,0.24543369
8863,0.15,0.24763715
3008,0.67,0.53882337
15842,0.02,0.24543369
7151,0.22,0.26521128
11671,0.08,0.24543369
5062,0.37,0.37576494
14274,0.03,0.24543369
10623,0.1,0.24666831
5674,0.32,0.26236618
6347,0.27,0.26295364
16404,0.01,0.24543369
16447,0.01,0.24543369
6410,0.27,0.3045373
4969,0.38,0.32931054
6294,0.27,0.26040566
5375,0.34,0.36688477
8699,0.16,0.25166532
2227,0.93,0.7665215
8534,0.16,0.24575695
4696,0.41,0.40034604
288,4.09,3.1845691
15248,0.02,0.24543369
6354,0.27,0.3265825
12594,0.06,0.24543369
13032,0.05,0.24600944
4522,0.43,0.34741598
4478,0.43,0.36478245
2823,0.72,0.59782296
10120,0.11,0.24543369
15349,0.02,0.28058982
12158,0.07,0.24600944
7566,0.2,0.24654084
16043,0.02,0.24763715
6764,0.25,0.31388903
6711,0.25,0.26431987
1771,1.15,0.6515821
4027,0.49,0.45756006
881,1.94,1.618536
10962,0.09,0.24543369
1841,1.11,1.0152276
2355,0.88,0.7037033
4493,0.43,0.39852935
11110,0.09,0.24543369
12384,0.06,0.24543369
10784,0.1,0.24543369
6641,0.25,0.25813526
7539,0.2,0.24763715
16120,0.01,0.24543369
4207,0.46,0.3919685
7711,0.2,0.3092624
9661,0.12,0.24600944
7453,0.21,0.26468468
8951,0.15,0.24543369
16642,0.01,0.24543369
13002,0.05,0.24543369
8886,0.15,0.24995297
13642,0.04,0.24666831
5279,0.35,0.28117514
14112,0.04,0.24543369
13810,0.04,0.24543369
7071,0.23,0.24763715
7988,0.18,0.24543369
14834,0.03,0.24543369
11359,0.08,0.2470156
13085,0.05,0.24543369
1093,1.67,1.5498096
8167,0.18,0.24543369
5957,0.29,0.27790585
6477,0.26,0.31528997
4787,0.4,0.3166446
5450,0.33,0.2672123
1910,1.08,0.76302266
1119,1.64,1.3012185
5642,0.32,0.34499303
11662,0.08,0.24763715
6357,0.27,0.3045373
3295,0.61,0.35493976
10220,0.11,0.24543369
4321,0.45,0.39470857
7771,0.19,0.24763715
16058,0.02,0.24608004
7213,0.22,0.24543369
3735,0.54,0.5527647
8221,0.17,0.24543369
1061,1.69,1.5062474
5344,0.34,0.3053334
1514,1.3,1.1425601
12436,0.06,0.24543369
5752,0.31,0.3957278
2848,0.72,0.6033574
4777,0.4,0.30347598
11592,0.08,0.24666831
11820,0.07,0.24543369
4469,0.43,0.340146
11043,0.09,0.24543369
14701,0.03,0.24543369
15522,0.02,0.24608004
69,9.36,7.2481318
5027,0.38,0.30383036
10530,0.1,0.24543369
10125,0.11,0.24543369
15932,0.02,0.24543369
8145,0.18,0.24696094
13668,0.04,0.24600944
11990,0.07,0.24543369
6883,0.24,0.27442524
11641,0.08,0.24543369
8834,0.15,0.25904417
14664,0.03,0.24543369
11120,0.09,0.2549668
15575,0.02,0.24543369
8639,0.16,0.24654084
8919,0.15,0.24665582
8781,0.15,0.24543369
9112,0.14,0.24543369
4284,0.45,0.37057802
12511,0.06,0.24543369
428,3.19,1.189544
12570,0.06,0.24543369
14643,0.03,0.24763715
15759,0.02,0.24543369
15177,0.02,0.24543369
195,5.12,4.147148
9200,0.14,0.24600944
3743,0.53,0.34445012
12794,0.06,0.24543369
12041,0.07,0.24763715
5263,0.35,0.2860532
7685,0.2,0.24654084
2625,0.78,0.7108632
16448,0.01,0.24543369
15613,0.02,0.24543369
1899,1.08,1.0098665
15492,0.02,0.24543369
4039,0.49,0.30723962
11439,0.08,0.24543369
15816,0.02,0.24543369
5312,0.35,0.26337922
1619,1.23,1.1036716
13996,0.04,0.24543369
6025,0.29,0.267096
10799,0.1,0.24600944
15188,0.02,0.24543369
1210,1.54,1.1893487
9877,0.12,0.24543369
14227,0.03,0.24575695
7315,0.21,0.24600944
9139,0.14,0.24543369
8928,0.15,0.24763715
12165,0.07,0.24543369
3006,0.67,0.5323086
4112,0.48,0.4352218
6705,0.25,0.2501394
8777,0.15,0.24763715
3895,0.51,0.34224668
13413,0.05,0.24543369
293,4.05,3.1964817
11739,0.08,0.24543369
6469,0.26,0.25824806
8589,0.16,0.28697926
11971,0.07,0.24543369
4390,0.44,0.37559253
8915,0.15,0.24543369
16689,0.01,0.24543369
7309,0.21,0.24763715
7450,0.21,0.2532928
12373,0.06,0.24543369
16625,0.01,0.24543369
13496,0.04,0.24763715
14207,0.03,0.24543369
5539,0.33,0.31291372
10544,0.1,0.24543369
12142,0.07,0.24543369
16119,0.01,0.24543369
8062,0.18,0.2740028
3964,0.5,0.4689669
4934,0.39,0.34163076
7585,0.2,0.30725324
7170,0.22,0.26276726
8689,0.16,0.24543369
5250,0.35,0.3053334
12999,0.05,0.24543369
905,1.91,1.5883511
12645,0.06,0.24543369
192,5.14,4.3192134
13976,0.04,0.24543369
4213,0.46,0.3696831
4181,0.47,0.40992606
4664,0.41,0.46582854
5819,0.31,0.2818156
14483,0.03,0.24543369
6588,0.25,0.2602954
1113,1.65,1.4295044
9623,0.13,0.24600944
3002,0.67,0.5082726
15712,0.02,0.24543369
14820,0.03,0.24543369
14996,0.02,0.24543369
852,2.0,0.8806032
10227,0.11,0.24763715
3102,0.65,0.64029604
12885,0.05,0.24543369
7226,0.22,0.24763715
2483,0.83,0.50402427
14823,0.03,0.24666831
6963,0.23,0.25532973
8496,0.16,0.24543369
15398,0.02,0.24543369
3727,0.54,0.40946984
4707,0.41,0.30683416
4822,0.4,0.34499303
11680,0.08,0.24543369
7134,0.22,0.28584063
13984,0.04,0.24543369
12106,0.07,0.24543369
15448,0.02,0.24543369
14560,0.03,0.24543369
15237,0.02,0.2470156
9226,0.14,0.25642598
10471,0.1,0.24543369
6796,0.24,0.25947016
12865,0.05,0.24543369
1649,1.22,1.1044419
13916,0.04,0.24543369
12850,0.06,0.24543369
13684,0.04,0.24543369
3856,0.52,0.5019008
2914,0.7,0.6720776
15396,0.02,0.24543369
4771,0.4,0.4528463
9428,0.13,0.24608004
12944,0.05,0.24543369
144,6.05,4.7510424
5756,0.31,0.2862187
8219,0.17,0.24654084
5661,0.32,0.34499303
11925,0.07,0.24543369
5009,0.38,0.29171643
8074,0.18,0.24608004
10380,0.11,0.24543369
10476,0.1,0.24543369
3103,0.65,0.58343
12072,0.07,0.24543369
14655,0.03,0.24543369
1486,1.32,1.1805797
6932,0.24,0.24654084
7734,0.19,0.24543369
4417,0.44,0.37437043
9554,0.13,0.24543369
8681,0.16,0.24654084
12718,0.06,0.24763715
7953,0.19,0.24608004
12163,0.07,0.25166532
12490,0.06,0.24543369
6373,0.27,0.38773835
16656,0.01,0.2554821
4263,0.46,0.39470857
942,1.85,1.076321
14480,0.03,0.24543369
3044,0.66,0.5584497
15050,0.02,0.24543369
14089,0.04,0.24543369
10883,0.09,0.24543369
16706,0.01,0.24543369
11055,0.09,0.24543369
11328,0.08,0.24543369
2415,0.86,0.8002075
1193,1.56,1.2629834
5144,0.37,0.27322882
1640,1.22,0.87086
4438,0.44,0.52690166
12153,0.07,0.25300807
2363,0.88,0.50854164
2708,0.76,0.51185685
4917,0.39,0.3357126
11576,0.08,0.24543369
5804,0.31,0.26182348
7336,0.21,0.25824806
14358,0.03,0.24543369
488,2.94,2.2510664
2179,0.95,0.7844523
212,4.92,4.1712265
6557,0.26,0.31594667
15942,0.02,0.24543369
12924,0.05,0.24543369
1572,1.26,1.1101356
15155,0.02,0.24543369
1744,1.16,1.0707346
6627,0.25,0.27536285
14018,0.04,0.24543369
9939,0.12,0.24543369
7913,0.19,0.24862778
1770,1.15,1.0808401
12242,0.07,0.24543369
5216,0.36,0.3302834
2045,1.01,0.8708761
2054,1.01,0.5435385
6061,0.29,0.2941646
5681,0.32,0.26276726
12091,0.07,0.24543369
13055,0.05,0.24543369
8164,0.18,0.24864581
3655,0.55,0.40409246
14172,0.03,0.24543369
2178,0.95,0.80058223
5861,0.3,0.27034736
3488,0.57,0.4428794
321,3.84,2.6046212
8242,0.17,0.24543369
2184,0.94,1.0039446
13208,0.05,0.24543369
7549,0.2,0.24543369
13879,0.04,0.24543369
1807,1.13,1.0512081
8017,0.18,0.24543369
3958,0.5,0.4110839
10490,0.1,0.24543369
11373,0.08,0.24543369
14452,0.03,0.24543369
9199,0.14,0.27766508
4002,0.5,0.40066734
5133,0.37,0.29337767
4935,0.39,0.3665822
7867,0.19,0.2501394
5850,0.3,0.2789717
5992,0.29,0.31291372
12000,0.07,0.24543369
10729,0.1,0.24575695
1402,1.38,0.7557814
2676,0.76,0.60436046
12510,0.06,0.24543369
4490,0.43,0.3361816
566,2.67,1.6584722
7705,0.2,0.28736347
14710,0.03,0.26337922
12388,0.06,0.24543369
11543,0.08,0.24543369
1345,1.43,1.1669705
15939,0.02,0.24543369
16076,0.02,0.2509349
11383,0.08,0.24543369
7981,0.18,0.24862778
11095,0.09,0.24543369
6328,0.27,0.26972586
10139,0.11,0.24543369
12013,0.07,0.24543369
10676,0.1,0.24608004
3905,0.51,0.39760846
11334,0.08,0.24543369
7266,0.22,0.29828444
5797,0.31,0.26182348
16455,0.01,0.24543369
593,2.58,1.6543329
9182,0.14,0.24543369
11681,0.08,0.24543369
4971,0.38,0.37507257
12400,0.06,0.24543369
311,3.9,3.1398346
10415,0.1,0.24543369
10203,0.11,0.24763715
802,2.08,1.2698547
8443,0.17,0.24543369
7899,0.19,0.24543369
11091,0.09,0.24543369
10138,0.11,0.24543369
15515,0.02,0.24543369
14245,0.03,0.24600944
82,8.09,6.716513
15098,0.02,0.24543369
10798,0.1,0.24543369
14147,0.03,0.24543369
12657,0.06,0.24543369
5170,0.36,0.4618967
3489,0.57,0.3661677
8533,0.16,0.24543369
7261,0.22,0.25824806
8149,0.18,0.25277245
233,4.6,3.4375246
10345,0.11,0.24763715
1217,1.54,1.3748069
7437,0.21,0.24543369
628,2.47,1.9128425
5240,0.36,0.29171643
8519,0.16,0.24600944
11041,0.09,0.24543369
11757,0.08,0.24543369
11123,0.09,0.24543369
10548,0.1,0.24543369
13354,0.05,0.24543369
10898,0.09,0.24608004
14704,0.03,0.24543369
1753,1.16,1.049156
12121,0.07,0.24763715
958,1.82,1.5279927
11858,0.07,0.24543369
328,3.77,2.505953
7538,0.2,0.24654084
3130,0.64,0.5560124
4636,0.42,0.34454095
2055,1.01,0.867736
1862,1.1,0.93416715
6684,0.25,0.2602954
5793,0.31,0.31318384
14642,0.03,0.24543369
4031,0.49,0.32908672
6585,0.25,0.2665233
8628,0.16,0.24543369
9480,0.13,0.24543369
5306,0.35,0.3251142
6552,0.26,0.2501394
12516,0.06,0.24543369
16099,0.01,0.24543369
15786,0.02,0.24543369
5499,0.33,0.29872987
10366,0.11,0.24600944
12560,0.06,0.24696094
15042,0.02,0.24543369
16319,0.01,0.24543369
16466,0.01,0.24543369
1008,1.75,1.3963886
13013,0.05,0.24543369
13165,0.05,0.24543369
11855,0.07,0.24543369
9559,0.13,0.2626761
13030,0.05,0.24543369
7281,0.22,0.24654084
433,3.17,2.774191
350,3.62,2.7505112
5816,0.31,0.31165892
7837,0.19,0.24874428
15013,0.02,0.24543369
11084,0.09,0.24543369
3805,0.53,0.5512243
2888,0.71,0.37660807
6430,0.26,0.26153004
9403,0.13,0.24608004
12506,0.06,0.24543369
8493,0.16,0.24543369
12123,0.07,0.24600944
8664,0.16,0.24995297
7424,0.21,0.24696094
8075,0.18,0.24862778
10154,0.11,0.24543369
7834,0.19,0.24874428
3221,0.62,0.38610512
1331,1.44,1.1325805
15087,0.02,0.24543369
14151,0.03,0.24543369
4628,0.42,0.37356117
833,2.04,1.6524011
11113,0.09,0.24543369
12145,0.07,0.24543369
9893,0.12,0.24543369
3138,0.64,0.6598212
3689,0.54,0.5527647
343,3.66,2.596765
12746,0.06,0.24543369
15818,0.02,0.24543369
9104,0.14,0.24543369
13393,0.05,0.29103452
5563,0.32,0.31799793
13844,0.04,0.24543369
5430,0.34,0.36001515
12895,0.05,0.24864581
14359,0.03,0.24543369
7644,0.2,0.24763715
4189,0.47,0.38777456
14662,0.03,0.24543369
15835,0.02,0.24543369
13247,0.05,0.24763715
14725,0.03,0.24543369
13102,0.05,0.24666831
7656,0.2,0.24543369
6220,0.28,0.28021112
2758,0.74,0.7482821
6908,0.24,0.24775702
913,1.89,1.5889211
8579,0.16,0.24696094
7737,0.19,0.25824806
10236,0.11,0.24600944
7845,0.19,0.24543369
12517,0.06,0.24543369
5647,0.32,0.2789717
3915,0.51,0.64971334
8460,0.17,0.24763715
6283,0.27,0.27293685
493,2.92,2.4573689
12749,0.06,0.24543369
14211,0.03,0.24543369
14183,0.03,0.24543369
11802,0.07,0.24763715
7809,0.19,0.25961995
8856,0.15,0.24763715
14807,0.03,0.24543369
3970,0.5,0.3941241
127,6.45,4.9795847
848,2.01,1.4782858
5665,0.32,0.3138432
4600,0.42,0.34741598
4033,0.49,0.44566143
2951,0.69,0.40006155
13402,0.05,0.24543369
15921,0.02,0.24543369
15269,0.02,0.24543369
9920,0.12,0.24543369
980,1.79,1.1728023
12561,0.06,0.24696094
3136,0.64,0.3940952
14057,0.04,0.24543369
13160,0.05,0.24763715
10815,0.1,0.24543369
229,4.63,3.5275571
7096,0.23,0.32976082
12210,0.07,0.24543369
3372,0.6,0.5337289
8884,0.15,0.24595973
4016,0.49,0.33846086
1895,1.08,0.9411249
2259,0.92,0.76319754
2604,0.79,0.67899406
6503,0.26,0.26586515
16017,0.02,0.24543369
3924,0.51,0.41076064
13271,0.05,0.28573745
5923,0.3,0.27442524
244,4.47,1.4870741
7122,0.22,0.24543369
8575,0.16,0.24666831
220,4.8,4.0666347
8068,0.18,0.24920353
5692,0.32,0.4276505
